Borough,Sector,Year,Employee jobs
Islington,"Arts, entertainment and recreation",2020,4500
Islington,Other services,2020,5000
Islington,Primary & Utilities,2021,700
Islington,Manufacturing,2021,2250
Islington,Construction,2021,5000
Islington,Wholesale,2021,5000
Islington,Retail,2021,15000
Islington,Transportation and Storage,2021,7000
Islington,Accomodation and food service activities,2021,15000
Islington,Information and Communication,2021,37000
Islington,Financial and insurance activities,2021,13000
Islington,"Professional, Real Estate, Scientific and technical activities",2021,60000
Islington,Administrative and support service activities,2021,33000
Islington,Public Admin and defence,2021,5000
Islington,Education,2021,11000
Islington,Health,2021,20000
Islington,"Arts, entertainment and recreation",2021,6000
Islington,Other services,2021,6000
Kensington and Chelsea,Primary & Utilities,1996,350
Kensington and Chelsea,Manufacturing,1996,3500
Kensington and Chelsea,Construction,1996,1750
Kensington and Chelsea,Wholesale,1996,3500
Kensington and Chelsea,Retail,1996,19000
Kensington and Chelsea,Transportation and Storage,1996,3500
Kensington and Chelsea,Accomodation and food service activities,1996,14000
Kensington and Chelsea,Information and Communication,1996,6000
Kensington and Chelsea,Financial and insurance activities,1996,3000
Kensington and Chelsea,"Professional, Real Estate, Scientific and technical activities",1996,12000
Kensington and Chelsea,Administrative and support service activities,1996,9000
Kensington and Chelsea,Public Admin and defence,1996,8000
Kensington and Chelsea,Education,1996,6000
Kensington and Chelsea,Health,1996,8000
Kensington and Chelsea,"Arts, entertainment and recreation",1996,4000
Kensington and Chelsea,Other services,1996,3500
Kensington and Chelsea,Primary & Utilities,1997,225
Kensington and Chelsea,Manufacturing,1997,4000
Kensington and Chelsea,Construction,1997,2000
Kensington and Chelsea,Wholesale,1997,3500
Kensington and Chelsea,Retail,1997,20000
Kensington and Chelsea,Transportation and Storage,1997,6000
Kensington and Chelsea,Accomodation and food service activities,1997,17000
Kensington and Chelsea,Information and Communication,1997,7000
Kensington and Chelsea,Financial and insurance activities,1997,3000
Kensington and Chelsea,"Professional, Real Estate, Scientific and technical activities",1997,15000
Kensington and Chelsea,Administrative and support service activities,1997,12000
Kensington and Chelsea,Public Admin and defence,1997,7000
Kensington and Chelsea,Education,1997,6000
Kensington and Chelsea,Health,1997,9000
Kensington and Chelsea,"Arts, entertainment and recreation",1997,3500
Kensington and Chelsea,Other services,1997,4000
Kensington and Chelsea,Primary & Utilities,1998,250
Kensington and Chelsea,Manufacturing,1998,3500
Kensington and Chelsea,Construction,1998,2000
Kensington and Chelsea,Wholesale,1998,3000
Kensington and Chelsea,Retail,1998,20000
Kensington and Chelsea,Transportation and Storage,1998,6000
Kensington and Chelsea,Accomodation and food service activities,1998,18000
Kensington and Chelsea,Information and Communication,1998,6000
Kensington and Chelsea,Financial and insurance activities,1998,3500
Kensington and Chelsea,"Professional, Real Estate, Scientific and technical activities",1998,13000
Kensington and Chelsea,Administrative and support service activities,1998,10000
Kensington and Chelsea,Public Admin and defence,1998,7000
Kensington and Chelsea,Education,1998,6000
Kensington and Chelsea,Health,1998,8000
Kensington and Chelsea,"Arts, entertainment and recreation",1998,3500
Kensington and Chelsea,Other services,1998,4000
Kensington and Chelsea,Primary & Utilities,1999,350
Kensington and Chelsea,Manufacturing,1999,3500
Kensington and Chelsea,Construction,1999,1750
Kensington and Chelsea,Wholesale,1999,3500
Kensington and Chelsea,Retail,1999,21000
Kensington and Chelsea,Transportation and Storage,1999,9000
Kensington and Chelsea,Accomodation and food service activities,1999,20000
Kensington and Chelsea,Information and Communication,1999,7000
Kensington and Chelsea,Financial and insurance activities,1999,3500
Kensington and Chelsea,"Professional, Real Estate, Scientific and technical activities",1999,14000
Kensington and Chelsea,Administrative and support service activities,1999,11000
Kensington and Chelsea,Public Admin and defence,1999,4500
Kensington and Chelsea,Education,1999,6000
Kensington and Chelsea,Health,1999,11000
Kensington and Chelsea,"Arts, entertainment and recreation",1999,5000
Kensington and Chelsea,Other services,1999,4000
Kensington and Chelsea,Primary & Utilities,2000,250
Kensington and Chelsea,Manufacturing,2000,3500
Kensington and Chelsea,Construction,2000,2000
Kensington and Chelsea,Wholesale,2000,4000
Kensington and Chelsea,Retail,2000,23000
Kensington and Chelsea,Transportation and Storage,2000,6000
Kensington and Chelsea,Accomodation and food service activities,2000,20000
Kensington and Chelsea,Information and Communication,2000,7000
Kensington and Chelsea,Financial and insurance activities,2000,4500
Kensington and Chelsea,"Professional, Real Estate, Scientific and technical activities",2000,15000
Kensington and Chelsea,Administrative and support service activities,2000,12000
Kensington and Chelsea,Public Admin and defence,2000,6000
Kensington and Chelsea,Education,2000,6000
Kensington and Chelsea,Health,2000,11000
Kensington and Chelsea,"Arts, entertainment and recreation",2000,5000
Kensington and Chelsea,Other services,2000,4000
Kensington and Chelsea,Primary & Utilities,2001,400
Kensington and Chelsea,Manufacturing,2001,3000
Kensington and Chelsea,Construction,2001,2250
Kensington and Chelsea,Wholesale,2001,4000
Kensington and Chelsea,Retail,2001,24000
Kensington and Chelsea,Transportation and Storage,2001,4000
Kensington and Chelsea,Accomodation and food service activities,2001,20000
Kensington and Chelsea,Information and Communication,2001,8000
Kensington and Chelsea,Financial and insurance activities,2001,5000
Kensington and Chelsea,"Professional, Real Estate, Scientific and technical activities",2001,15000
Kensington and Chelsea,Administrative and support service activities,2001,12000
Kensington and Chelsea,Public Admin and defence,2001,5000
Kensington and Chelsea,Education,2001,6000
Kensington and Chelsea,Health,2001,12000
Kensington and Chelsea,"Arts, entertainment and recreation",2001,5000
Kensington and Chelsea,Other services,2001,4500
Kensington and Chelsea,Primary & Utilities,2002,400
Kensington and Chelsea,Manufacturing,2002,3000
Kensington and Chelsea,Construction,2002,2000
Kensington and Chelsea,Wholesale,2002,4000
Kensington and Chelsea,Retail,2002,23000
Kensington and Chelsea,Transportation and Storage,2002,3500
Kensington and Chelsea,Accomodation and food service activities,2002,20000
Kensington and Chelsea,Information and Communication,2002,8000
Kensington and Chelsea,Financial and insurance activities,2002,4500
Kensington and Chelsea,"Professional, Real Estate, Scientific and technical activities",2002,14000
Kensington and Chelsea,Administrative and support service activities,2002,11000
Kensington and Chelsea,Public Admin and defence,2002,4000
Kensington and Chelsea,Education,2002,6000
Kensington and Chelsea,Health,2002,12000
Kensington and Chelsea,"Arts, entertainment and recreation",2002,6000
Kensington and Chelsea,Other services,2002,4000
Kensington and Chelsea,Primary & Utilities,2003,300
Kensington and Chelsea,Manufacturing,2003,3000
Kensington and Chelsea,Construction,2003,2000
Kensington and Chelsea,Wholesale,2003,4000
Kensington and Chelsea,Retail,2003,21000
Kensington and Chelsea,Transportation and Storage,2003,4000
Kensington and Chelsea,Accomodation and food service activities,2003,19000
Kensington and Chelsea,Information and Communication,2003,7000
Kensington and Chelsea,Financial and insurance activities,2003,3000
Kensington and Chelsea,"Professional, Real Estate, Scientific and technical activities",2003,14000
Kensington and Chelsea,Administrative and support service activities,2003,10000
Kensington and Chelsea,Public Admin and defence,2003,5000
Kensington and Chelsea,Education,2003,5000
Kensington and Chelsea,Health,2003,12000
Kensington and Chelsea,"Arts, entertainment and recreation",2003,5000
Kensington and Chelsea,Other services,2003,3500
Kensington and Chelsea,Primary & Utilities,2004,450
Kensington and Chelsea,Manufacturing,2004,3000
Kensington and Chelsea,Construction,2004,2000
Kensington and Chelsea,Wholesale,2004,3500
Kensington and Chelsea,Retail,2004,20000
Kensington and Chelsea,Transportation and Storage,2004,4000
Kensington and Chelsea,Accomodation and food service activities,2004,19000
Kensington and Chelsea,Information and Communication,2004,7000
Kensington and Chelsea,Financial and insurance activities,2004,3000
Kensington and Chelsea,"Professional, Real Estate, Scientific and technical activities",2004,13000
Kensington and Chelsea,Administrative and support service activities,2004,10000
Kensington and Chelsea,Public Admin and defence,2004,4500
Kensington and Chelsea,Education,2004,6000
Kensington and Chelsea,Health,2004,12000
Kensington and Chelsea,"Arts, entertainment and recreation",2004,4500
Kensington and Chelsea,Other services,2004,3500
Kensington and Chelsea,Primary & Utilities,2005,400
Kensington and Chelsea,Manufacturing,2005,3500
Kensington and Chelsea,Construction,2005,1750
Kensington and Chelsea,Wholesale,2005,3000
Kensington and Chelsea,Retail,2005,21000
Kensington and Chelsea,Transportation and Storage,2005,3500
Kensington and Chelsea,Accomodation and food service activities,2005,20000
Kensington and Chelsea,Information and Communication,2005,7000
Kensington and Chelsea,Financial and insurance activities,2005,2250
Kensington and Chelsea,"Professional, Real Estate, Scientific and technical activities",2005,14000
Kensington and Chelsea,Administrative and support service activities,2005,10000
Kensington and Chelsea,Public Admin and defence,2005,4500
Kensington and Chelsea,Education,2005,5000
Kensington and Chelsea,Health,2005,11000
Kensington and Chelsea,"Arts, entertainment and recreation",2005,4500
Kensington and Chelsea,Other services,2005,3500
Kensington and Chelsea,Primary & Utilities,2006,450
Kensington and Chelsea,Manufacturing,2006,3500
Kensington and Chelsea,Construction,2006,1500
Kensington and Chelsea,Wholesale,2006,3000
Kensington and Chelsea,Retail,2006,21000
Kensington and Chelsea,Transportation and Storage,2006,4000
Kensington and Chelsea,Accomodation and food service activities,2006,19000
Kensington and Chelsea,Information and Communication,2006,7000
Kensington and Chelsea,Financial and insurance activities,2006,2500
Kensington and Chelsea,"Professional, Real Estate, Scientific and technical activities",2006,14000
Kensington and Chelsea,Administrative and support service activities,2006,10000
Kensington and Chelsea,Public Admin and defence,2006,3500
Kensington and Chelsea,Education,2006,5000
Kensington and Chelsea,Health,2006,12000
Kensington and Chelsea,"Arts, entertainment and recreation",2006,4500
Kensington and Chelsea,Other services,2006,4000
Kensington and Chelsea,Primary & Utilities,2007,400
Kensington and Chelsea,Manufacturing,2007,3000
Kensington and Chelsea,Construction,2007,1500
Kensington and Chelsea,Wholesale,2007,3500
Kensington and Chelsea,Retail,2007,16000
Kensington and Chelsea,Transportation and Storage,2007,4500
Kensington and Chelsea,Accomodation and food service activities,2007,19000
Kensington and Chelsea,Information and Communication,2007,8000
Kensington and Chelsea,Financial and insurance activities,2007,2500
Kensington and Chelsea,"Professional, Real Estate, Scientific and technical activities",2007,14000
Kensington and Chelsea,Administrative and support service activities,2007,10000
Kensington and Chelsea,Public Admin and defence,2007,2250
Kensington and Chelsea,Education,2007,5000
Kensington and Chelsea,Health,2007,13000
Kensington and Chelsea,"Arts, entertainment and recreation",2007,5000
